participant,trial,tar_size,sacc_ampl,fix_x_deg,fix_y_deg,tar_x_deg,tar_y_deg,fix_x_px,fix_y_px,tar_x_px,tar_y_px,time_fix_on,time_fix_go,time_tar_on,time_tar_off,time_trial_end
8,131,1.5,5,0,10,3.54,6.47,1280,453,1403,575,14109865,14111006,14111765,14113790,14115540
8,132,1.5,5,-10,-10,-5.57,-12.32,933,1147,1087,1228,14115581,14117089,14117597,14119623,14121123
8,133,1.5,5,10,10,5.4,8.03,1627,453,1468,521,14121164,14122314,14122947,14124973,14126598
8,134,0.5,10,10,10,1.56,15.37,1627,453,1334,266,14126631,14127555,14128564,14130589,14132590
8,135,4,5,0,0,-4.78,-1.46,1280,800,1114,851,14132624,14133838,14134097,14136122,14137373
8,136,1,5,-10,-10,-13.06,-6.05,933,1147,826,1010,14137407,14138388,14139272,14141298,14143173
8,137,0.5,10,-10,10,-4.22,1.84,933,453,1133,736,14143207,14144463,14145346,14147372,14149247
8,138,5,5,0,10,2.34,5.58,1280,453,1361,606,14149288,14150246,14151130,14153155,14155030
8,139,1.5,10,-10,-10,-13.97,-0.82,933,1147,795,829,14155055,14156321,14157079,14159105,14160855
8,140,1,10,0,-10,2.94,-0.44,1280,1147,1382,815,14160889,14161837,14162470,14164496,14166122
9,1,4,5,0,0,-4.57,-2.02,1280,800,1121,870,1658594,1662668,1662928,1664954,1666205
9,2,2,10,0,-10,-5.52,-1.66,1280,1147,1088,858,1666219,1671843,1672102,1674118,1675369
9,3,0.5,5,0,0,-3.15,-3.89,1280,800,1171,935,1675385,1676910,1677294,1679310,1680685
9,4,5,10,10,0,1.84,-5.77,1627,800,1344,1001,1680701,1682209,1682843,1684859,1686485
9,5,1,10,10,10,14.53,1.09,1627,453,1785,762,1686527,1688201,1688712,1690737,1692239
9,6,3,10,0,0,-9.49,3.15,1280,800,950,691,1692276,1693567,1694201,1696218,1697843
9,7,1.5,5,-10,10,-12.29,5.55,933,453,853,607,1697867,1698850,1699734,1701750,1703625
9,8,5,5,-10,0,-8.15,4.64,933,800,997,639,1703634,1704742,1705625,1707652,1709528
9,9,0.5,10,0,0,-8.93,-4.5,1280,800,970,956,1709568,1710577,1711083,1713118,1714619
9,10,1,10,10,-10,11.46,-0.11,1627,1147,1678,804,1714633,1715583,1716092,1718111,1719611
9,11,5,5,10,-10,5.3,-8.3,1627,1147,1464,1088,1719637,1720708,1721091,1723110,1724485
9,12,0.5,5,10,-10,5.79,-12.7,1627,1147,1481,1241,1724519,1725849,1726483,1728502,1730127
9,13,3,10,0,0,-8.7,-4.94,1280,800,978,971,1730160,1731407,1732291,1734310,1736186
9,14,1,10,10,10,6.13,0.78,1627,453,1493,773,1736227,1737615,1738124,1740143,1741643
9,15,1.5,5,10,0,5.49,-2.16,1627,800,1471,875,1741675,1743073,1743707,1745736,1747361
9,16,2,5,-10,10,-11.21,5.15,933,453,891,621,1747386,1748690,1749448,1751468,1753218
9,17,5,10,10,0,0.19,1.93,1627,800,1287,733,1753241,1754381,1754765,1756791,1758166
9,18,0.5,5,10,-10,5.41,-8.01,1627,1147,1468,1078,1758198,1759098,1759982,1762007,1763883
9,19,5,5,-10,0,-5.41,-1.99,933,800,1092,869,1763907,1765389,1766398,1768423,1770424
9,20,3,5,0,0,-3.77,3.29,1280,800,1149,686,1770449,1771564,1772197,1774223,1775848
9,21,2,10,10,0,6.83,9.48,1627,800,1517,471,1775873,1776905,1777289,1779315,1780690
9,22,5,10,0,0,-3.22,-9.47,1280,800,1168,1129,1780706,1781580,1782213,1784231,1785856
9,23,3,10,-10,-10,-11.48,-0.11,933,1147,881,804,1785897,1787080,1787838,1789864,1791615
9,24,1,5,10,-10,8.48,-5.24,1627,1147,1574,982,1791638,1793921,1794430,1796456,1797956
9,25,5,5,-10,10,-7.49,5.68,933,453,1020,603,1797989,1799088,1800097,1802122,1804122
9,26,0.5,10,-10,10,-11.81,0.17,933,453,870,794,1804157,1805579,1806588,1808614,1810614
9,27,0.5,10,0,-10,-9.99,-9.64,1280,1147,933,1135,1810649,1811929,1812563,1814588,1816213
9,28,3,10,0,-10,3.67,-0.7,1280,1147,1408,824,1816230,1817920,1818929,1820955,1822955
9,29,0.5,10,0,10,-3.68,0.7,1280,453,1152,776,1973491,1975281,1975789,1977806,1979306
9,30,0.5,10,0,0,-7.78,-6.28,1280,800,1010,1018,1979325,1980255,1981139,1983155,1985031
9,31,1.5,10,-10,0,-1.78,5.69,933,800,1218,602,1985052,1985813,1986822,1988838,1990838
9,32,5,5,-10,10,-5.45,12.08,933,453,1091,381,1990847,1991913,1992922,1994930,1996930
9,33,0.5,5,-10,10,-6.07,13.09,933,453,1069,345,1996956,1997838,1998222,2000238,2001613
9,34,3,5,0,0,-1.25,4.84,1280,800,1236,632,2001639,2002513,2003522,2005538,2007538
9,35,1,5,-10,-10,-10.53,-5.03,933,1147,914,975,2007564,2008771,2009654,2011671,2013546
9,36,1,10,10,-10,0,-10.09,1627,1147,1280,1150,2013554,2014854,2015737,2017754,2019629
9,37,5,10,-10,0,-2.75,6.89,933,800,1184,561,2019637,2020879,2021262,2023279,2024654
9,38,4,10,0,0,-6.67,-7.45,1280,800,1048,1059,2024679,2025646,2026279,2028298,2029923
9,39,1.5,10,-10,10,-0.17,8.18,933,453,1274,516,2029949,2031120,2031378,2033397,2034647
9,40,3,5,-10,0,-8.56,-4.79,933,800,983,966,2034670,2035770,2036153,2038173,2039548
9,41,2,5,10,10,5.62,7.59,1627,453,1475,536,2039570,2041036,2041420,2043439,2044814
9,42,0.5,5,10,-10,6.8,-6.16,1627,1147,1516,1014,2044829,2045928,2046686,2048706,2050456
9,43,0.5,5,0,-10,3.7,-6.64,1280,1147,1409,1031,2050487,2051494,2051878,2053905,2055281
9,44,3,10,0,0,-0.81,-9.97,1280,800,1252,1146,2055330,2056394,2056777,2058803,2060178
9,45,5,10,0,10,9.84,8.23,1280,453,1622,514,2060197,2061335,2061594,2063611,2064862
9,46,3,5,-10,-10,-5.19,-11.37,933,1147,1100,1195,2064878,2065877,2066635,2068661,2070411
9,47,4,5,-10,-10,-5,-10.21,933,1147,1106,1155,2070428,2071776,2072285,2074311,2075811
9,48,1.5,5,0,10,1.88,5.37,1280,453,1345,614,2075828,2076901,2077535,2079561,2081186
9,49,5,5,-10,-10,-5.01,-9.65,933,1147,1106,1135,2081210,2082251,2082510,2084535,2085786
9,50,5,10,0,-10,4.47,-1.06,1280,1147,1435,837,2085818,2086718,2087226,2089252,2090752
9,51,1.5,5,10,0,6.14,-3.18,1627,800,1493,910,2090776,2091751,2092009,2094035,2095285
9,52,2,5,-10,-10,-5.46,-12.1,933,1147,1090,1220,2095309,2097251,2098259,2100292,2102292
9,53,3,10,0,-10,2.59,-0.34,1280,1147,1370,812,2102310,2103184,2103692,2105718,2107218
9,54,5,5,0,0,-0.09,-5,1280,800,1277,974,2107242,2108025,2108658,2110684,2112309
9,55,1.5,5,-10,-10,-5.01,-9.65,933,1147,1106,1135,2112334,2113442,2113700,2115726,2116976
9,56,4,5,0,10,3.58,6.51,1280,453,1404,574,2117017,2117891,2118650,2120676,2122426
9,57,1,5,0,10,0.64,5.04,1280,453,1302,625,2269813,2271552,2271935,2273952,2275327
9,58,2,10,10,10,0.38,7.29,1627,453,1293,547,2275353,2276293,2276552,2278568,2279818
9,59,0.5,5,-10,-10,-6.2,-6.75,933,1147,1065,1035,2279844,2280868,2281876,2283893,2285893
9,60,5,10,10,0,2.16,6.21,1627,800,1355,584,2285919,2287134,2288018,2290034,2291910
9,61,5,10,10,-10,0.6,-6.6,1627,1147,1301,1029,2291926,2293042,2293301,2295317,2296568
9,62,0.5,10,-10,10,-16.38,2.3,933,453,711,720,2296597,2297709,2298469,2300484,2302234
9,63,0.5,10,-10,0,-8.98,9.95,933,800,968,454,2302254,2303317,2304201,2306217,2308092
9,64,4,10,-10,10,-0.04,9.14,933,453,1279,483,2308113,2309142,2310151,2312167,2314167
9,65,1,5,-10,0,-8.98,4.89,933,800,968,630,2314184,2314917,2315425,2317442,2318942
9,66,5,5,0,-10,2.11,-5.47,1280,1147,1353,990,2318978,2319975,2320483,2322502,2324003
9,67,3,10,0,10,9.27,6.24,1280,453,1602,583,2324034,2325324,2325583,2327603,2328854
9,68,4,5,0,10,1.9,5.38,1280,453,1346,613,2328875,2329858,2330241,2332261,2333636
9,69,5,10,10,10,0.89,5.87,1627,453,1311,596,2333678,2334699,2335458,2337477,2339227
9,70,3,5,10,-10,8.35,-5.28,1627,1147,1570,983,2339257,2340166,2340424,2342444,2343694
9,71,4,10,10,10,1.35,4.99,1627,453,1327,627,2343715,2344799,2345683,2347710,2349585
9,72,3,5,0,0,-4.98,0.48,1280,800,1107,783,2349625,2350707,2351590,2353616,2355491
9,73,4,5,0,0,-2.3,4.44,1280,800,1200,646,2355518,2356440,2356948,2358976,2360477
9,74,2,10,10,-10,0.34,-12.57,1627,1147,1292,1237,2360515,2361448,2361957,2363982,2365483
9,75,4,5,0,-10,-4.75,-8.44,1280,1147,1115,1093,2365515,2366414,2366798,2368824,2370199
9,76,0.5,10,0,10,9.96,9.12,1280,453,1626,483,2370240,2371106,2371365,2373390,2374641
9,77,2,5,0,-10,-3.8,-6.75,1280,1147,1148,1034,2374664,2376231,2377240,2379265,2381265
9,78,3,10,0,-10,7.65,-3.56,1280,1147,1546,924,2381306,2382289,2382548,2384573,2385823
9,79,4,5,-10,0,-5.88,2.83,933,800,1076,702,2385864,2386739,2387497,2389523,2391273
9,80,3,5,10,0,6.3,-3.37,1627,800,1499,917,2391300,2392463,2393222,2395248,2396998
9,81,2,10,0,-10,-7.42,-3.3,1280,1147,1022,915,2397023,2397888,2398648,2400672,2402423
9,82,1.5,10,10,0,0.36,-2.65,1627,800,1292,892,2402463,2403246,2403505,2405531,2406781
9,83,2,10,10,10,1.61,15.44,1627,453,1336,264,2406813,2407663,2407922,2409947,2411197
9,84,2,5,-10,0,-8.3,4.7,933,800,992,637,2411222,2412196,2412830,2414855,2416481
9,85,4,10,10,0,9.26,-9.97,1627,800,1602,1146,2555974,2557682,2558315,2560332,2561957
9,86,3,10,10,10,4.86,1.42,1627,453,1449,751,2561982,2563198,2563957,2565973,2567723
9,87,1,10,0,0,-1.67,9.86,1280,800,1222,458,2567748,2568498,2569007,2571023,2572523
9,88,1,10,0,10,-5.57,1.69,1280,453,1087,741,2572531,2573589,2574098,2576114,2577615
9,89,1,10,10,-10,16.32,-2.25,1627,1147,1847,878,2577641,2578739,2579623,2581639,2583514
9,90,4,10,-10,-10,-10.29,-0,933,1147,923,800,2583542,2584672,2585306,2587322,2588948
9,91,0.5,10,10,0,0.82,3.97,1627,800,1309,662,2588973,2589822,2590831,2592847,2594847
9,92,1.5,10,-10,0,-3.51,7.61,933,800,1158,536,2594868,2595672,2595930,2597947,2599197
9,93,1.5,10,10,10,0.02,9.35,1627,453,1281,475,2599217,2600080,2600713,2602730,2604355
9,94,2,5,0,-10,-2.39,-5.61,1280,1147,1197,995,2604372,2605280,2605914,2607934,2609559
9,95,1,10,-10,-10,-5.94,-0.86,933,1147,1074,830,2609591,2610513,2611022,2613049,2614549
9,96,3,5,10,10,11.2,5.15,1627,453,1669,621,2614589,2615404,2616163,2618182,2619932
9,97,2,5,-10,10,-5.74,12.61,933,453,1081,362,2619963,2620937,2621196,2623215,2624465
9,98,1.5,10,0,10,1.86,0.17,1280,453,1344,794,2624496,2625520,2626404,2628433,2630308
9,99,1.5,10,0,10,8.24,4.33,1280,453,1566,650,2630347,2631179,2631687,2633707,2635207
9,100,2,10,10,0,6.63,-9.41,1627,800,1510,1127,2635231,2636087,2636846,2638865,2640615
9,101,1.5,5,10,10,6.06,13.08,1627,453,1491,346,2640641,2641495,2642379,2644406,2646281
9,102,1,10,-10,-10,-4.8,-1.46,933,1147,1113,851,2646306,2647178,2648187,2650212,2652212
9,103,0.5,5,0,10,-4.94,9.21,1280,453,1109,480,2652229,2653178,2654061,2656087,2657962
9,104,2,5,0,0,-3.39,3.68,1280,800,1162,672,2657986,2662644,2663027,2665053,2666428
9,105,2,10,0,10,9.99,9.6,1280,453,1627,466,2666445,2667769,2668777,2670803,2672803
9,106,4,5,10,10,6.03,6.96,1627,453,1489,558,2672835,2674160,2674793,2676820,2678445
9,107,1,5,0,0,-2.71,4.2,1280,800,1186,654,2678510,2679577,2680085,2682103,2683603
9,108,4,10,-10,-10,-7.87,-0.23,933,1147,1007,808,2683619,2684618,2685376,2687402,2689152
9,109,1.5,10,10,-10,1.83,-4.23,1627,1147,1344,947,2689176,2690384,2691018,2693044,2694669
9,110,1,5,10,0,9.68,4.99,1627,800,1616,627,2694704,2695668,2696552,2698577,2700452
9,111,4,10,-10,-10,-16.49,-2.39,933,1147,707,883,2700476,2701367,2701876,2703902,2705402
9,112,1,5,-10,-10,-5.9,-7.14,933,1147,1075,1048,2705434,2706451,2707209,2709235,2710985
9,113,1.5,5,-10,0,-9.31,4.95,933,800,957,628,2855244,2856803,2857186,2859203,2860578
9,114,1,5,-10,10,-5.13,8.88,933,453,1102,492,2860594,2861577,2862336,2864352,2866103
9,115,1.5,5,10,10,6.42,6.51,1627,453,1503,574,2866119,2867094,2867477,2869494,2870869
9,116,2,10,10,0,9.39,9.98,1627,800,1606,453,2870889,2872002,2873011,2875027,2877027
9,117,0.5,10,10,-10,7.9,-0.22,1627,1147,1555,808,2877046,2878210,2878469,2880485,2881735
9,118,2,5,0,10,-2.83,5.88,1280,453,1182,596,2881764,2882635,2883269,2885285,2886910
9,119,1.5,10,-10,10,-1.36,4.96,933,453,1233,628,2886936,2887960,2888718,2890735,2892485
9,120,4,5,0,-10,-4.99,-9.72,1280,1147,1107,1138,2892527,2893443,2893826,2895843,2897218
9,121,1,5,-10,10,-8.24,5.32,933,453,994,615,2897254,2898176,2899186,2901201,2903201
9,122,1,10,0,0,-7.12,7.02,1280,800,1033,556,2903236,2903926,2904186,2906203,2907454
9,123,0.5,5,0,0,-5,0.06,1280,800,1106,798,2907488,2908601,2909359,2911378,2913128
9,124,5,5,0,10,4.92,9.12,1280,453,1451,483,2913145,2914042,2914800,2916820,2918570
9,125,4,10,-10,0,-3.66,7.74,933,800,1153,531,2918584,2919592,2920475,2922495,2924370
9,126,5,5,10,10,5,9.93,1627,453,1454,455,2924404,2925300,2926308,2928327,2930327
9,127,0.5,5,0,-10,-4.67,-8.21,1280,1147,1118,1085,2930342,2931391,2932025,2934045,2935670
9,128,4,10,10,0,0,0.22,1627,800,1280,792,2935694,2936933,2937816,2939836,2941711
9,129,3,5,10,-10,11.24,-5.16,1627,1147,1670,979,2941735,2942799,2943307,2945327,2946827
9,130,1.5,10,0,0,-9.35,-3.54,1280,800,955,923,2946853,2947899,2948907,2950927,2952927
9,131,1,5,-10,0,-8.44,-4.75,933,800,987,965,2952952,2954499,2954883,2956908,2958283
9,132,2,10,-10,10,-16.11,2.09,933,453,720,728,2958324,2959240,2960124,2962149,2964025
9,133,2,5,10,-10,7.32,-5.78,1627,1147,1534,1001,2964065,2965840,2966223,2968241,2969616
9,134,1.5,5,-10,10,-5.85,12.78,933,453,1077,356,2969649,2970681,2971065,2973082,2974458
9,135,4,10,0,-10,-9.5,-6.88,1280,1147,950,1039,2974490,2975381,2975640,2977666,2978916
9,136,4,5,-10,-10,-5.16,-8.75,933,1147,1101,1104,2978939,2979814,2980823,2982849,2984849
9,137,1.5,5,-10,0,-9.01,-4.9,933,800,967,970,2984889,2985947,2986831,2988857,2990732
9,138,3,5,-10,0,-7.91,4.54,933,800,1005,642,2990748,2991955,2992964,2994990,2996990
9,139,3,10,10,0,6.6,9.4,1627,800,1509,473,2997015,2998205,2998964,3000990,3002740
9,140,5,10,10,10,14.34,0.99,1627,453,1778,766,3002772,3003697,3004330,3006356,3007981
10,1,3,5,10,10,11.95,5.4,1627,453,1695,613,15310432,15318465,15319099,15321115,15322740
10,2,3,5,10,0,5.57,-2.32,1627,800,1473,881,15322758,15324914,15325799,15327814,15329690
10,3,5,10,0,0,-9.86,1.64,1280,800,937,743,15329715,15331881,15332390,15334406,15335906
10,4,2,5,0,0,-4.38,-2.42,1280,800,1128,884,15335931,15338439,15338947,15340964,15342464
10,5,5,10,0,10,1.5,0.11,1280,453,1332,796,15342507,15344439,15344700,15346724,15347976
10,6,3,10,10,10,0.03,10.73,1627,453,1281,427,15347988,15349488,15350372,15352388,15354264
10,7,2,10,0,0,-1.94,9.81,1280,800,1213,459,15354284,15357346,15358355,15360371,15362372
10,8,1,5,-10,0,-5,-0.02,933,800,1106,801,15362392,15364921,15365180,15367200,15368450
10,9,1.5,10,-10,-10,-4.02,-1.98,933,1147,1140,869,15368483,15370288,15371046,15373065,15374815
10,10,1.5,10,-10,-10,-2.03,-16.04,933,1147,1210,1357,15374832,15376812,15377696,15379716,15381591
10,11,2,5,0,-10,2.46,-5.65,1280,1147,1366,996,15381604,15383979,15384862,15386882,15388757
10,12,5,10,0,-10,8.68,-5.04,1280,1147,1582,975,15388771,15389978,15390737,15392756,15394507
10,13,4,5,0,-10,-4.99,-9.77,1280,1147,1107,1139,15394521,15394987,15395870,15397890,15399765
10,14,4,10,-10,-10,-4.96,-1.36,933,1147,1108,847,15399796,15401161,15401545,15403573,15404948
10,15,3,5,10,0,5,0.15,1627,800,1454,795,15404979,15406678,15406936,15408954,15410204
10,16,0.5,5,10,10,5.33,8.22,1627,453,1465,514,15410221,15412302,15413186,15415206,15417081
10,17,5,10,-10,10,-2.33,16.41,933,453,1199,230,15417102,15419094,15419602,15421620,15423120
10,18,0.5,5,10,0,7.92,-4.54,1627,800,1555,958,15423147,15425652,15426535,15428561,15430437
10,19,1.5,5,-10,10,-5.86,7.2,933,453,1077,550,15430460,15433427,15434185,15436211,15437961
10,20,1.5,5,10,10,6.78,6.18,1627,453,1516,586,15437995,15442018,15442527,15444552,15446053
10,21,0.5,5,0,0,-4.87,1.12,1280,800,1111,761,15446093,15447434,15447693,15449719,15450969
10,22,1.5,10,-10,10,-0.41,12.82,933,453,1266,355,15451001,15453401,15454285,15456310,15458185
10,23,4,5,0,-10,4.22,-7.32,1280,1147,1427,1054,15458226,15461084,15461468,15463493,15464868
10,24,1,5,-10,10,-12.85,5.89,933,453,834,595,15464892,15467150,15468034,15470059,15471935
10,25,1.5,5,-10,10,-5.61,7.6,933,453,1085,536,15471971,15474100,15474609,15476634,15478135
10,26,3,10,10,-10,16.8,-2.67,1627,1147,1863,893,15478158,15479766,15480775,15482801,15484801
10,27,5,10,10,0,8.94,9.94,1627,800,1591,455,15484833,15486891,15487525,15489550,15491176
10,28,4,10,0,-10,6.01,-2,1280,1147,1489,870,15491200,15492633,15493016,15495042,15496417
10,29,3,10,10,-10,0.9,-14.14,1627,1147,1311,1291,15679634,15684333,15685092,15687108,15688859
10,30,0.5,10,-10,-10,-0,-9.86,933,1147,1280,1142,15688878,15691108,15691491,15693500,15694875
10,31,1,5,10,-10,12.34,-5.58,1627,1147,1709,994,15694883,15697483,15697866,15699883,15701258
10,32,4,10,-10,0,-0.18,1.89,933,800,1274,734,15701266,15701541,15701924,15703941,15705316
10,33,5,10,-10,0,-1.85,5.8,933,800,1216,599,15705335,15706957,15707716,15709732,15711483
10,34,0.5,5,10,10,5.09,9.04,1627,453,1457,486,15711517,15714107,15715116,15717132,15719132
10,35,1.5,10,-10,-10,-11.95,-0.19,933,1147,865,807,15719153,15721857,15722865,15724882,15726882
10,36,5,5,-10,0,-6.36,3.43,933,800,1059,681,15726902,15729398,15730032,15732052,15733677
10,37,2,10,-10,10,-0.28,7.67,933,453,1270,534,15733693,15735606,15735864,15737884,15739134
10,38,2,10,10,-10,2.03,-3.96,1627,1147,1350,938,15739151,15741331,15741714,15743726,15745101
10,39,0.5,10,0,-10,9.85,-8.26,1280,1147,1622,1087,15745117,15747722,15748606,15750625,15752500
10,40,4,5,-10,0,-6.95,-3.96,933,800,1039,938,15752523,15754364,15755247,15757276,15759151
10,41,4,10,10,0,0.13,-1.58,1627,800,1284,855,15759180,15762288,15763047,15765075,15766826
10,42,3,10,-10,10,-11.15,0.07,933,453,893,798,15766846,15769746,15770255,15772284,15773784
10,43,1.5,10,0,0,-0.41,-9.99,1280,800,1266,1147,15773806,15775821,15776706,15778730,15780605
10,44,5,5,-10,0,-5,-0.07,933,800,1106,802,15780631,15783246,15783504,15785530,15786780
10,45,0.5,10,0,0,-9.19,-3.95,1280,800,961,937,15786797,15788929,15789437,15791455,15792956
10,46,5,5,0,0,-3.53,-3.54,1280,800,1157,923,15792996,15794337,15794971,15796996,15798622
10,47,4,10,0,-10,4.16,-0.91,1280,1147,1425,832,15798638,15800278,15801038,15803063,15804813
10,48,2,10,10,-10,5.54,-1.05,1627,1147,1472,837,15804837,15806520,15806904,15808929,15810304
10,49,4,5,0,-10,-2.86,-5.9,1280,1147,1181,1005,15810328,15812595,15813103,15815129,15816629
10,50,2,5,0,10,4.61,8.06,1280,453,1440,520,15816653,15818694,15819703,15821729,15823729
10,51,4,10,10,-10,14.46,-1.05,1627,1147,1782,836,15823761,15826111,15827119,15829145,15831145
10,52,1,10,-10,-10,-6.55,-0.61,933,1147,1052,821,15831186,15833461,15834219,15836245,15837995
10,53,1,10,10,-10,4.78,-1.47,1627,1147,1446,851,15838031,15840643,15841027,15843053,15844428
10,54,1,10,-10,0,-4.95,-8.63,933,800,1108,1100,15844469,15846502,15847510,15849536,15851536
10,55,1.5,5,0,0,-4.83,-1.3,1280,800,1112,845,15851560,15853160,15853669,15855694,15857194
10,56,0.5,10,0,-10,-9.36,-6.48,1280,1147,955,1025,15857246,15859884,15860143,15862169,15863419
10,57,5,5,0,10,-2.78,5.85,1280,453,1183,597,16051896,16055160,16055543,16057560,16058935
10,58,3,5,10,10,12.22,5.52,1627,453,1705,608,16058952,16061485,16062368,16064385,16066260
10,59,1.5,5,0,0,-0.43,4.98,1280,800,1265,627,16066285,16069351,16069859,16071876,16073376
10,60,0.5,10,-10,-10,-0,-10.14,933,1147,1280,1152,16073394,16076334,16077342,16079359,16081359
10,61,4,5,10,0,5.01,-0.29,1627,800,1454,810,16081385,16084317,16084701,16086717,16088092
10,62,1,10,10,10,13.38,0.59,1627,453,1745,780,16088113,16090400,16090909,16092925,16094425
10,63,3,10,0,10,9.99,9.5,1280,453,1627,470,16094433,16095525,16095784,16097800,16099050
10,64,0.5,10,10,0,0.32,-2.51,1627,800,1291,887,16099067,16100700,16100959,16102978,16104229
10,65,4,10,0,0,-9.3,3.68,1280,800,957,672,16104254,16105708,16106091,16108110,16109485
10,66,1,5,-10,10,-6.34,13.4,933,453,1060,334,16109502,16111241,16112249,16114268,16116268
10,67,5,10,0,-10,-8.47,-4.68,1280,1147,986,963,16116291,16118291,16118674,16120693,16122069
10,68,5,5,10,-10,5.16,-11.25,1627,1147,1459,1191,16122095,16124215,16125099,16127118,16128993
10,69,1.5,5,10,0,6.9,-3.92,1627,800,1520,936,16129020,16130757,16131015,16133044,16134294
10,70,3,5,0,10,-3.91,6.89,1280,453,1144,561,16134315,16136373,16137007,16139026,16140651
10,71,4,5,-10,0,-5,0.05,933,800,1106,798,16140676,16142840,16143348,16145359,16146859
10,72,5,5,0,0,-3.73,3.33,1280,800,1150,684,16146884,16149389,16150023,16152043,16153668
10,73,1.5,5,0,0,-1.81,4.66,1280,800,1217,638,16153693,16155697,16155956,16157982,16159232
10,74,2,5,10,10,9.38,5.04,1627,453,1606,625,16159273,16161722,16161981,16164007,16165257
10,75,1.5,5,10,-10,5.11,-11.05,1627,1147,1458,1184,16165298,16167405,16168164,16170190,16171940
10,76,5,5,-10,-10,-5.9,-7.13,933,1147,1075,1048,16171963,16174897,16175155,16177173,16178423
10,77,1,5,10,-10,11.31,-5.17,1627,1147,1673,980,16178464,16181205,16182213,16184239,16186239
10,78,0.5,10,0,10,-9.28,6.27,1280,453,958,582,16186280,16190138,16190521,16192547,16193923
10,79,2,5,0,10,-0.77,5.06,1280,453,1253,624,16193956,16196929,16197688,16199713,16201464
10,80,1.5,10,10,-10,0.79,-13.9,1627,1147,1308,1283,16201496,16203529,16204537,16206563,16208563
10,81,5,5,0,-10,0.89,-5.08,1280,1147,1311,976,16208587,16209904,16210912,16212938,16214938
10,82,3,5,-10,10,-12.99,6,933,453,829,592,16214962,16216770,16217153,16219179,16220555
10,83,1.5,10,0,0,-4.22,9.06,1280,800,1133,485,16220578,16222861,16223495,16225521,16227146
10,84,4,10,0,0,-6.98,7.16,1280,800,1037,551,16227171,16229511,16230395,16232420,16234295
10,85,1,10,10,0,0.36,2.65,1627,800,1292,708,16426828,16536590,16537224,16539240,16540865
10,86,1.5,10,10,-10,0.59,-13.4,1627,1147,1301,1265,16540884,16542248,16542632,16544648,16546024
10,87,3,10,0,10,-8.32,4.45,1280,453,991,646,16546040,16547248,16548132,16550148,16552023
10,88,2,5,-10,0,-5.11,1.02,933,800,1103,764,16552042,16553123,16553757,16555773,16557398
10,89,1.5,5,0,0,-4.44,2.29,1280,800,1126,720,16557406,16558706,16558965,16560981,16562231
10,90,3,5,0,10,-3.77,6.72,1280,453,1149,567,16562256,16563489,16564373,16566389,16568264
10,91,4,5,-10,10,-13.06,6.05,933,453,826,590,16568281,16569547,16570056,16572072,16573573
10,92,0.5,5,10,10,11.44,5.21,1627,453,1678,619,16573593,16574739,16575248,16577267,16578767
10,93,0.5,5,0,10,4.56,7.95,1280,453,1438,524,16578799,16579639,16580397,16582417,16584167
10,94,2,10,0,10,-7.45,3.33,1280,453,1021,684,16584183,16585388,16586022,16588042,16589667
10,95,2,10,10,10,0.53,6.79,1627,453,1298,564,16589707,16591038,16591922,16593946,16595822
10,96,2,5,-10,-10,-5.4,-8.05,933,1147,1093,1080,16595842,16597280,16598288,16600317,16602317
10,97,1,5,10,0,7.41,-4.28,1627,800,1537,949,16602338,16604513,16604896,16606915,16608290
10,98,1.5,5,0,0,-3.5,-3.57,1280,800,1158,924,16608314,16610204,16611212,16613240,16615240
10,99,1,10,-10,10,-0.79,6.11,933,453,1253,588,16615263,16617695,16618454,16620480,16622230
10,100,1,5,-10,10,-5.02,9.52,933,453,1106,469,16622247,16625037,16625420,16627446,16628821
10,101,0.5,10,10,10,2.04,3.95,1627,453,1351,663,16628854,16631603,16632237,16634263,16635888
10,102,4,10,-10,0,-1.47,5.23,933,800,1229,618,16635911,16638103,16638612,16640637,16642138
10,103,0.5,5,10,-10,5.01,-10.27,1627,1147,1454,1157,16642161,16643828,16644087,16646112,16647362
10,104,4,10,-10,-10,-2.18,-16.24,933,1147,1204,1364,16647386,16649894,16650528,16652553,16654178
10,105,2,10,-10,-10,-5.55,-1.04,933,1147,1087,836,16654202,16656494,16656752,16658779,16660029
10,106,5,10,10,-10,1.86,-15.81,1627,1147,1345,1349,16660060,16662602,16663235,16665261,16666886
10,107,0.5,5,0,-10,-4.84,-8.74,1280,1147,1112,1104,16666936,16669160,16669919,16671944,16673695
10,108,0.5,5,-10,-10,-6.06,-6.92,933,1147,1069,1040,16673735,16676035,16676668,16678694,16680319
10,109,5,5,0,0,-4.99,0.34,1280,800,1107,788,16680343,16681068,16681951,16683977,16685853
10,110,1,5,0,10,-4.98,9.52,1280,453,1107,469,16685902,16687568,16688202,16690227,16691852
10,111,3,10,-10,-10,-10.88,-0.04,933,1147,902,801,16691893,16693851,16694234,16696260,16697636
10,112,3,10,-10,0,-1.31,-4.94,933,800,1235,972,16697687,16700509,16701267,16703293,16705043
10,113,2,5,10,0,5.29,1.68,1627,800,1464,742,17149085,17151416,17152049,17154066,17155691
10,114,4,5,-10,0,-5,0.21,933,800,1106,793,17155699,17157357,17157990,17160007,17161632
10,115,2,10,10,0,3.07,7.2,1627,800,1386,550,17161657,17163048,17163807,17165815,17167565
